StageHistoryID,OpportunityID,StageNo,Stage,EnteredOn,ExitedOn,DaysInStage
STH-0044238,OPP-010617,3,3-Quotation,2024-07-22 10:20:02,2024-08-03 16:36:13,12.26
STH-0044239,OPP-010617,4,4-Negotiation,2024-08-03 16:36:13,2024-08-10 03:51:29,6.47
STH-0044240,OPP-010617,7,7-Closed Lost,2024-08-10 03:51:29,,
STH-0044241,OPP-010618,1,1-Enquiry,2024-07-17 08:36:58,2024-07-19 06:46:48,1.92
STH-0044242,OPP-010618,7,7-Closed Lost,2024-07-19 06:46:48,,
STH-0044243,OPP-010619,1,1-Enquiry,2024-07-13 16:53:30,2024-07-15 01:35:39,1.36
STH-0044244,OPP-010619,2,2-Test Drive / Demo,2024-07-15 01:35:39,2024-07-17 19:03:41,2.73
STH-0044245,OPP-010619,3,3-Quotation,2024-07-17 19:03:41,2024-07-22 18:26:41,4.97
STH-0044246,OPP-010619,4,4-Negotiation,2024-07-22 18:26:41,2024-07-31 04:26:26,8.42
STH-0044247,OPP-010619,7,7-Closed Lost,2024-07-31 04:26:26,,
STH-0044248,OPP-010620,1,1-Enquiry,2024-07-14 03:06:55,2024-07-18 05:06:16,4.08
STH-0044249,OPP-010620,7,7-Closed Lost,2024-07-18 05:06:16,,
STH-0044250,OPP-010621,1,1-Enquiry,2024-07-18 00:53:14,2024-07-19 04:16:33,1.14
STH-0044251,OPP-010621,2,2-Test Drive / Demo,2024-07-19 04:16:33,2024-07-25 22:25:56,6.76
STH-0044252,OPP-010621,7,7-Closed Lost,2024-07-25 22:25:56,,
STH-0044253,OPP-010622,1,1-Enquiry,2024-07-16 22:59:26,2024-07-17 16:26:55,0.73
STH-0044254,OPP-010622,2,2-Test Drive / Demo,2024-07-17 16:26:55,2024-07-20 20:27:51,3.17
STH-0044255,OPP-010622,7,7-Closed Lost,2024-07-20 20:27:51,,
STH-0044256,OPP-010623,1,1-Enquiry,2024-07-15 21:55:59,2024-07-17 22:51:53,2.04
STH-0044257,OPP-010623,2,2-Test Drive / Demo,2024-07-17 22:51:53,2024-07-26 05:13:32,8.27
STH-0044258,OPP-010623,7,7-Closed Lost,2024-07-26 05:13:32,,
STH-0044259,OPP-010624,1,1-Enquiry,2024-07-14 10:22:01,2024-07-15 16:18:10,1.25
STH-0044260,OPP-010624,7,7-Closed Lost,2024-07-15 16:18:10,,
STH-0044261,OPP-010625,1,1-Enquiry,2024-07-16 21:58:59,2024-07-19 14:21:37,2.68
STH-0044262,OPP-010625,2,2-Test Drive / Demo,2024-07-19 14:21:37,2024-07-21 14:19:34,2.0
STH-0044263,OPP-010625,3,3-Quotation,2024-07-21 14:19:34,2024-07-23 00:44:36,1.43
STH-0044264,OPP-010625,4,4-Negotiation,2024-07-23 00:44:36,2024-07-26 08:59:44,3.34
STH-0044265,OPP-010625,5,5-Booking / PO,2024-07-26 08:59:44,2024-08-01 12:39:57,6.15
STH-0044266,OPP-010625,6,6-Closed Won,2024-08-01 12:39:57,,
STH-0044267,OPP-010626,1,1-Enquiry,2024-07-13 23:37:48,2024-07-18 14:43:08,4.63
STH-0044268,OPP-010626,2,2-Test Drive / Demo,2024-07-18 14:43:08,2024-07-20 07:23:09,1.69
STH-0044269,OPP-010626,3,3-Quotation,2024-07-20 07:23:09,2024-07-24 14:03:13,4.28
STH-0044270,OPP-010626,4,4-Negotiation,2024-07-24 14:03:13,2024-07-27 12:13:09,2.92
STH-0044271,OPP-010626,7,7-Closed Lost,2024-07-27 12:13:09,,
STH-0044272,OPP-010627,1,1-Enquiry,2024-07-16 08:42:39,2024-07-19 10:24:25,3.07
STH-0044273,OPP-010627,2,2-Test Drive / Demo,2024-07-19 10:24:25,2024-07-19 20:50:24,0.43
STH-0044274,OPP-010627,3,3-Quotation,2024-07-19 20:50:24,2024-07-25 09:47:53,5.54
STH-0044275,OPP-010627,4,4-Negotiation,2024-07-25 09:47:53,2024-07-29 02:33:13,3.7
STH-0044276,OPP-010627,5,5-Booking / PO,2024-07-29 02:33:13,2024-08-01 12:27:23,3.41
STH-0044277,OPP-010627,6,6-Closed Won,2024-08-01 12:27:23,,
STH-0044278,OPP-010628,1,1-Enquiry,2024-07-16 07:40:37,2024-07-20 13:21:22,4.24
STH-0044279,OPP-010628,2,2-Test Drive / Demo,2024-07-20 13:21:22,2024-07-21 08:38:54,0.8
STH-0044280,OPP-010628,3,3-Quotation,2024-07-21 08:38:54,2024-07-22 22:53:05,1.59
STH-0044281,OPP-010628,4,4-Negotiation,2024-07-22 22:53:05,2024-07-28 11:50:28,5.54
STH-0044282,OPP-010628,7,7-Closed Lost,2024-07-28 11:50:28,,
STH-0044283,OPP-010629,1,1-Enquiry,2024-07-16 05:38:20,2024-07-18 17:08:45,2.48
STH-0044284,OPP-010629,2,2-Test Drive / Demo,2024-07-18 17:08:45,2024-07-26 02:28:11,7.39
STH-0044285,OPP-010629,3,3-Quotation,2024-07-26 02:28:11,2024-07-26 17:54:10,0.64
STH-0044286,OPP-010629,4,4-Negotiation,2024-07-26 17:54:10,2024-07-29 14:47:27,2.87
STH-0044287,OPP-010629,5,5-Booking / PO,2024-07-29 14:47:27,2024-08-08 16:49:34,10.08
STH-0044288,OPP-010629,6,6-Closed Won,2024-08-08 16:49:34,,
STH-0044289,OPP-010630,1,1-Enquiry,2024-07-17 04:54:58,2024-07-18 07:40:41,1.12
STH-0044290,OPP-010630,2,2-Test Drive / Demo,2024-07-18 07:40:41,2024-07-19 19:59:11,1.51
STH-0044291,OPP-010630,3,3-Quotation,2024-07-19 19:59:11,2024-07-29 10:13:27,9.59
STH-0044292,OPP-010630,7,7-Closed Lost,2024-07-29 10:13:27,,
STH-0044293,OPP-010631,1,1-Enquiry,2024-07-18 14:11:27,2024-07-21 09:24:38,2.8
STH-0044294,OPP-010631,2,2-Test Drive / Demo,2024-07-21 09:24:38,2024-07-26 01:25:37,4.67
STH-0044295,OPP-010631,3,3-Quotation,2024-07-26 01:25:37,2024-07-27 04:49:34,1.14
STH-0044296,OPP-010631,4,4-Negotiation,2024-07-27 04:49:34,2024-07-30 11:38:23,3.28
STH-0044297,OPP-010631,5,5-Booking / PO,2024-07-30 11:38:23,2024-08-02 21:09:20,3.4
STH-0044298,OPP-010631,6,6-Closed Won,2024-08-02 21:09:20,,
STH-0044299,OPP-010632,1,1-Enquiry,2024-07-15 02:56:28,2024-07-16 20:46:23,1.74
STH-0044300,OPP-010632,2,2-Test Drive / Demo,2024-07-16 20:46:23,2024-07-20 13:40:09,3.7
STH-0044301,OPP-010632,7,7-Closed Lost,2024-07-20 13:40:09,,
STH-0044302,OPP-010633,1,1-Enquiry,2024-07-15 23:48:26,2024-07-23 12:02:48,7.51
STH-0044303,OPP-010633,2,2-Test Drive / Demo,2024-07-23 12:02:48,2024-07-30 06:59:02,6.79
STH-0044304,OPP-010633,3,3-Quotation,2024-07-30 06:59:02,2024-08-03 20:29:07,4.56
STH-0044305,OPP-010633,4,4-Negotiation,2024-08-03 20:29:07,2024-08-07 10:21:02,3.58
STH-0044306,OPP-010633,5,5-Booking / PO,2024-08-07 10:21:02,2024-09-29 18:53:08,53.36
STH-0044307,OPP-010633,6,6-Closed Won,2024-09-29 18:53:08,,
STH-0044308,OPP-010634,1,1-Enquiry,2024-07-15 04:36:49,2024-07-17 06:15:47,2.07
STH-0044309,OPP-010634,2,2-Test Drive / Demo,2024-07-17 06:15:47,2024-07-19 06:09:30,2.0
STH-0044310,OPP-010634,7,7-Closed Lost,2024-07-19 06:09:30,,
STH-0044311,OPP-010635,1,1-Enquiry,2024-07-17 10:56:05,2024-07-21 19:25:48,4.35
STH-0044312,OPP-010635,2,2-Test Drive / Demo,2024-07-21 19:25:48,2024-07-24 11:35:49,2.67
STH-0044313,OPP-010635,7,7-Closed Lost,2024-07-24 11:35:49,,
STH-0044314,OPP-010636,1,1-Enquiry,2024-07-15 00:31:58,2024-07-15 17:16:50,0.7
STH-0044315,OPP-010636,2,2-Test Drive / Demo,2024-07-15 17:16:50,2024-07-21 07:28:13,5.59
STH-0044316,OPP-010636,3,3-Quotation,2024-07-21 07:28:13,2024-07-26 02:41:54,4.8
STH-0044317,OPP-010636,7,7-Closed Lost,2024-07-26 02:41:54,,
STH-0044318,OPP-010637,1,1-Enquiry,2024-07-15 22:17:58,2024-07-17 23:30:34,2.05
STH-0044319,OPP-010637,2,2-Test Drive / Demo,2024-07-17 23:30:34,2024-07-19 14:43:14,1.63
STH-0044320,OPP-010637,3,3-Quotation,2024-07-19 14:43:14,2024-07-25 06:09:14,5.64
STH-0044321,OPP-010637,4,4-Negotiation,2024-07-25 06:09:14,2024-07-26 06:07:14,1.0
STH-0044322,OPP-010637,5,5-Booking / PO,2024-07-26 06:07:14,2024-08-10 09:51:22,15.16
STH-0044323,OPP-010637,6,6-Closed Won,2024-08-10 09:51:22,,
STH-0044324,OPP-010638,1,1-Enquiry,2024-07-14 18:35:20,,
STH-0044325,OPP-010639,1,1-Enquiry,2024-07-14 14:04:09,2024-07-17 08:50:16,2.78
STH-0044326,OPP-010639,2,2-Test Drive / Demo,2024-07-17 08:50:16,2024-07-22 19:16:17,5.43
STH-0044327,OPP-010639,3,3-Quotation,2024-07-22 19:16:17,2024-07-23 22:40:05,1.14
STH-0044328,OPP-010639,4,4-Negotiation,2024-07-23 22:40:05,2024-07-25 06:38:22,1.33
STH-0044329,OPP-010639,5,5-Booking / PO,2024-07-25 06:38:22,2024-08-09 20:45:52,15.59
STH-0044330,OPP-010639,6,6-Closed Won,2024-08-09 20:45:52,,
STH-0044331,OPP-010640,1,1-Enquiry,2024-07-14 15:04:12,2024-07-16 14:40:53,1.98
STH-0044332,OPP-010640,2,2-Test Drive / Demo,2024-07-16 14:40:53,2024-07-23 13:08:03,6.94
STH-0044333,OPP-010640,3,3-Quotation,2024-07-23 13:08:03,2024-08-01 18:45:42,9.23
STH-0044334,OPP-010640,4,4-Negotiation,2024-08-01 18:45:42,2024-08-03 00:11:35,1.23
STH-0044335,OPP-010640,5,5-Booking / PO,2024-08-03 00:11:35,2024-08-15 02:13:21,12.08
STH-0044336,OPP-010640,6,6-Closed Won,2024-08-15 02:13:21,,
STH-0044337,OPP-010641,1,1-Enquiry,2024-07-18 22:13:52,2024-07-19 09:27:32,0.47
STH-0044338,OPP-010641,2,2-Test Drive / Demo,2024-07-19 09:27:32,2024-07-20 05:30:54,0.84
STH-0044339,OPP-010641,3,3-Quotation,2024-07-20 05:30:54,2024-07-24 17:55:33,4.52
STH-0044340,OPP-010641,7,7-Closed Lost,2024-07-24 17:55:33,,
STH-0044341,OPP-010642,1,1-Enquiry,2024-07-18 01:58:35,2024-07-20 18:44:29,2.7
STH-0044342,OPP-010642,7,7-Closed Lost,2024-07-20 18:44:29,,
STH-0044343,OPP-010643,1,1-Enquiry,2024-07-16 06:49:06,2024-07-19 22:28:52,3.65
STH-0044344,OPP-010643,2,2-Test Drive / Demo,2024-07-19 22:28:52,2024-07-23 09:13:30,3.45
STH-0044345,OPP-010643,3,3-Quotation,2024-07-23 09:13:30,2024-07-24 19:49:20,1.44
STH-0044346,OPP-010643,4,4-Negotiation,2024-07-24 19:49:20,2024-07-27 12:43:13,2.7
STH-0044347,OPP-010643,7,7-Closed Lost,2024-07-27 12:43:13,,
STH-0044348,OPP-010644,1,1-Enquiry,2024-07-19 20:32:17,2024-07-21 14:53:53,1.76
STH-0044349,OPP-010644,2,2-Test Drive / Demo,2024-07-21 14:53:53,2024-07-22 23:29:10,1.36
STH-0044350,OPP-010644,3,3-Quotation,2024-07-22 23:29:10,2024-07-25 10:18:45,2.45
STH-0044351,OPP-010644,4,4-Negotiation,2024-07-25 10:18:45,2024-07-27 15:31:39,2.22
STH-0044352,OPP-010644,7,7-Closed Lost,2024-07-27 15:31:39,,
STH-0044353,OPP-010645,1,1-Enquiry,2024-07-15 16:05:22,2024-07-18 11:53:10,2.82
STH-0044354,OPP-010645,2,2-Test Drive / Demo,2024-07-18 11:53:10,2024-07-21 10:51:28,2.96
STH-0044355,OPP-010645,7,7-Closed Lost,2024-07-21 10:51:28,,
STH-0044356,OPP-010646,1,1-Enquiry,2024-07-14 17:32:33,2024-07-15 16:41:38,0.96
STH-0044357,OPP-010646,2,2-Test Drive / Demo,2024-07-15 16:41:38,2024-07-18 00:48:56,2.34
STH-0044358,OPP-010646,7,7-Closed Lost,2024-07-18 00:48:56,,
STH-0044359,OPP-010647,1,1-Enquiry,2024-07-20 07:43:38,2024-07-20 19:17:56,0.48
STH-0044360,OPP-010647,2,2-Test Drive / Demo,2024-07-20 19:17:56,2024-07-24 03:05:26,3.32
STH-0044361,OPP-010647,7,7-Closed Lost,2024-07-24 03:05:26,,
STH-0044362,OPP-010648,1,1-Enquiry,2024-07-16 06:51:00,2024-07-17 22:56:23,1.67
STH-0044363,OPP-010648,2,2-Test Drive / Demo,2024-07-17 22:56:23,2024-07-21 05:48:07,3.29
STH-0044364,OPP-010648,7,7-Closed Lost,2024-07-21 05:48:07,,
STH-0044365,OPP-010649,1,1-Enquiry,2024-07-22 20:25:43,2024-08-01 19:02:16,9.94
STH-0044366,OPP-010649,7,7-Closed Lost,2024-08-01 19:02:16,,
STH-0044367,OPP-010650,1,1-Enquiry,2024-07-18 14:11:14,2024-07-20 11:57:50,1.91
STH-0044368,OPP-010650,2,2-Test Drive / Demo,2024-07-20 11:57:50,2024-07-22 03:23:44,1.64
STH-0044369,OPP-010650,3,3-Quotation,2024-07-22 03:23:44,2024-07-25 07:02:10,3.15
STH-0044370,OPP-010650,4,4-Negotiation,2024-07-25 07:02:10,2024-08-01 00:38:58,6.73
STH-0044371,OPP-010650,5,5-Booking / PO,2024-08-01 00:38:58,2024-09-15 19:23:46,45.78
STH-0044372,OPP-010650,6,6-Closed Won,2024-09-15 19:23:46,,
STH-0044373,OPP-010651,1,1-Enquiry,2024-07-14 14:27:21,2024-07-15 20:27:23,1.25
STH-0044374,OPP-010651,7,7-Closed Lost,2024-07-15 20:27:23,,
STH-0044375,OPP-010652,1,1-Enquiry,2024-07-14 18:00:59,2024-07-19 21:34:13,5.15
STH-0044376,OPP-010652,7,7-Closed Lost,2024-07-19 21:34:13,,
STH-0044377,OPP-010653,1,1-Enquiry,2024-07-17 06:24:31,2024-07-20 01:21:20,2.79
STH-0044378,OPP-010653,2,2-Test Drive / Demo,2024-07-20 01:21:20,2024-07-23 02:35:53,3.05
STH-0044379,OPP-010653,7,7-Closed Lost,2024-07-23 02:35:53,,
STH-0044380,OPP-010654,1,1-Enquiry,2024-07-14 19:21:52,2024-07-16 00:11:21,1.2
STH-0044381,OPP-010654,2,2-Test Drive / Demo,2024-07-16 00:11:21,2024-07-23 15:28:38,7.64
STH-0044382,OPP-010654,3,3-Quotation,2024-07-23 15:28:38,2024-07-29 02:33:19,5.46
STH-0044383,OPP-010654,7,7-Closed Lost,2024-07-29 02:33:19,,
STH-0044384,OPP-010655,1,1-Enquiry,2024-07-19 11:21:54,2024-07-22 06:56:47,2.82
STH-0044385,OPP-010655,2,2-Test Drive / Demo,2024-07-22 06:56:47,2024-07-26 15:47:05,4.37
STH-0044386,OPP-010655,3,3-Quotation,2024-07-26 15:47:05,2024-07-30 08:38:13,3.7
STH-0044387,OPP-010655,4,4-Negotiation,2024-07-30 08:38:13,2024-08-05 16:45:07,6.34
STH-0044388,OPP-010655,5,5-Booking / PO,2024-08-05 16:45:07,2024-09-02 22:29:36,28.24
STH-0044389,OPP-010655,6,6-Closed Won,2024-09-02 22:29:36,,
STH-0044390,OPP-010656,1,1-Enquiry,2024-07-15 00:57:08,2024-07-16 14:40:03,1.57
STH-0044391,OPP-010656,2,2-Test Drive / Demo,2024-07-16 14:40:03,2024-07-21 09:51:41,4.8
STH-0044392,OPP-010656,3,3-Quotation,2024-07-21 09:51:41,2024-07-26 22:04:35,5.51
STH-0044393,OPP-010656,4,4-Negotiation,2024-07-26 22:04:35,2024-07-29 13:02:30,2.62
STH-0044394,OPP-010656,5,5-Booking / PO,2024-07-29 13:02:30,2024-09-02 17:51:11,35.2
STH-0044395,OPP-010656,6,6-Closed Won,2024-09-02 17:51:11,,
STH-0044396,OPP-010657,1,1-Enquiry,2024-07-14 18:39:02,2024-07-18 07:30:56,3.54
STH-0044397,OPP-010657,7,7-Closed Lost,2024-07-18 07:30:56,,
STH-0044398,OPP-010658,1,1-Enquiry,2024-07-14 20:31:39,2024-07-18 01:18:11,3.2
STH-0044399,OPP-010658,2,2-Test Drive / Demo,2024-07-18 01:18:11,,
STH-0044400,OPP-010659,1,1-Enquiry,2024-07-18 23:57:20,2024-07-23 03:14:33,4.14
STH-0044401,OPP-010659,2,2-Test Drive / Demo,2024-07-23 03:14:33,2024-07-28 21:33:06,5.76
STH-0044402,OPP-010659,3,3-Quotation,2024-07-28 21:33:06,2024-08-01 20:05:08,3.94
STH-0044403,OPP-010659,4,4-Negotiation,2024-08-01 20:05:08,2024-08-09 08:34:40,7.52
STH-0044404,OPP-010659,7,7-Closed Lost,2024-08-09 08:34:40,,
STH-0044405,OPP-010660,1,1-Enquiry,2024-07-14 20:41:52,2024-07-16 04:51:45,1.34
STH-0044406,OPP-010660,2,2-Test Drive / Demo,2024-07-16 04:51:45,2024-07-17 05:10:33,1.01
STH-0044407,OPP-010660,3,3-Quotation,2024-07-17 05:10:33,2024-07-19 11:57:14,2.28
STH-0044408,OPP-010660,4,4-Negotiation,2024-07-19 11:57:14,2024-07-27 04:49:32,7.7
STH-0044409,OPP-010660,5,5-Booking / PO,2024-07-27 04:49:32,2024-09-19 22:06:09,54.72
STH-0044410,OPP-010660,6,6-Closed Won,2024-09-19 22:06:09,,
STH-0044411,OPP-010661,1,1-Enquiry,2024-07-18 23:01:44,2024-07-22 02:23:03,3.14
STH-0044412,OPP-010661,2,2-Test Drive / Demo,2024-07-22 02:23:03,2024-07-23 09:50:27,1.31
STH-0044413,OPP-010661,3,3-Quotation,2024-07-23 09:50:27,2024-08-01 08:37:09,8.95
STH-0044414,OPP-010661,4,4-Negotiation,2024-08-01 08:37:09,2024-08-08 22:35:32,7.58
STH-0044415,OPP-010661,5,5-Booking / PO,2024-08-08 22:35:32,2024-08-30 00:49:32,21.09
STH-0044416,OPP-010661,6,6-Closed Won,2024-08-30 00:49:32,,
STH-0044417,OPP-010662,1,1-Enquiry,2024-07-14 20:13:21,2024-07-15 09:08:29,0.54
STH-0044418,OPP-010662,2,2-Test Drive / Demo,2024-07-15 09:08:29,2024-07-15 22:02:29,0.54
STH-0044419,OPP-010662,3,3-Quotation,2024-07-15 22:02:29,2024-07-19 13:09:10,3.63
STH-0044420,OPP-010662,4,4-Negotiation,2024-07-19 13:09:10,2024-07-23 23:14:43,4.42
STH-0044421,OPP-010662,7,7-Closed Lost,2024-07-23 23:14:43,,
STH-0044422,OPP-010663,1,1-Enquiry,2024-07-18 12:22:05,2024-07-21 01:56:30,2.57
STH-0044423,OPP-010663,2,2-Test Drive / Demo,2024-07-21 01:56:30,2024-07-22 09:20:01,1.31
STH-0044424,OPP-010663,3,3-Quotation,2024-07-22 09:20:01,2024-07-27 10:17:45,5.04
STH-0044425,OPP-010663,4,4-Negotiation,2024-07-27 10:17:45,2024-07-29 20:55:59,2.44
STH-0044426,OPP-010663,5,5-Booking / PO,2024-07-29 20:55:59,2024-08-23 19:31:19,24.94
STH-0044427,OPP-010663,7,7-Closed Lost,2024-08-23 19:31:19,,
STH-0044428,OPP-010664,1,1-Enquiry,2024-07-19 20:27:27,2024-07-21 14:33:37,1.75
STH-0044429,OPP-010664,7,7-Closed Lost,2024-07-21 14:33:37,,
STH-0044430,OPP-010665,1,1-Enquiry,2024-07-16 00:24:26,2024-07-23 03:18:51,7.12
STH-0044431,OPP-010665,2,2-Test Drive / Demo,2024-07-23 03:18:51,2024-07-31 19:55:29,8.69
STH-0044432,OPP-010665,3,3-Quotation,2024-07-31 19:55:29,2024-08-04 21:12:22,4.05
STH-0044433,OPP-010665,4,4-Negotiation,2024-08-04 21:12:22,2024-08-21 02:55:12,16.24
STH-0044434,OPP-010665,5,5-Booking / PO,2024-08-21 02:55:12,2024-09-17 00:22:46,26.89
STH-0044435,OPP-010665,6,6-Closed Won,2024-09-17 00:22:46,,
STH-0044436,OPP-010666,1,1-Enquiry,2024-07-14 23:59:49,2024-07-15 06:52:18,0.29
STH-0044437,OPP-010666,2,2-Test Drive / Demo,2024-07-15 06:52:18,2024-07-19 01:23:07,3.77
STH-0044438,OPP-010666,3,3-Quotation,2024-07-19 01:23:07,2024-07-21 01:22:37,2.0
STH-0044439,OPP-010666,4,4-Negotiation,2024-07-21 01:22:37,2024-07-30 00:22:28,8.96
STH-0044440,OPP-010666,5,5-Booking / PO,2024-07-30 00:22:28,2024-08-11 11:44:48,12.47
STH-0044441,OPP-010666,6,6-Closed Won,2024-08-11 11:44:48,,
STH-0044442,OPP-010667,1,1-Enquiry,2024-07-16 14:40:38,2024-07-18 23:11:27,2.35
STH-0044443,OPP-010667,2,2-Test Drive / Demo,2024-07-18 23:11:27,2024-07-29 23:34:14,11.02
STH-0044444,OPP-010667,3,3-Quotation,2024-07-29 23:34:14,2024-07-31 02:48:13,1.13
STH-0044445,OPP-010667,4,4-Negotiation,2024-07-31 02:48:13,2024-08-05 14:41:39,5.5
STH-0044446,OPP-010667,7,7-Closed Lost,2024-08-05 14:41:39,,
STH-0044447,OPP-010668,1,1-Enquiry,2024-07-27 22:19:16,2024-08-04 01:53:07,7.15
STH-0044448,OPP-010668,2,2-Test Drive / Demo,2024-08-04 01:53:07,2024-09-05 19:12:15,32.72
STH-0044449,OPP-010668,3,3-Quotation,2024-09-05 19:12:15,2024-09-18 17:02:04,12.91
STH-0044450,OPP-010668,4,4-Negotiation,2024-09-18 17:02:04,2024-10-02 04:42:08,13.49
STH-0044451,OPP-010668,5,5-Booking / PO,2024-10-02 04:42:08,2025-02-23 16:24:16,144.49
STH-0044452,OPP-010668,6,6-Closed Won,2025-02-23 16:24:16,,
STH-0044453,OPP-010669,1,1-Enquiry,2024-07-19 19:06:02,2024-07-20 16:54:37,0.91
STH-0044454,OPP-010669,2,2-Test Drive / Demo,2024-07-20 16:54:37,2024-07-24 09:22:03,3.69
STH-0044455,OPP-010669,3,3-Quotation,2024-07-24 09:22:03,2024-07-26 23:48:59,2.6
STH-0044456,OPP-010669,4,4-Negotiation,2024-07-26 23:48:59,2024-07-30 18:17:09,3.77
STH-0044457,OPP-010669,7,7-Closed Lost,2024-07-30 18:17:09,,
STH-0044458,OPP-010670,1,1-Enquiry,2024-07-16 05:26:00,2024-07-16 08:37:19,0.13
STH-0044459,OPP-010670,7,7-Closed Lost,2024-07-16 08:37:19,,
STH-0044460,OPP-010671,1,1-Enquiry,2024-07-18 04:53:46,2024-07-20 06:55:44,2.08
STH-0044461,OPP-010671,2,2-Test Drive / Demo,2024-07-20 06:55:44,2024-07-21 09:59:02,1.13
STH-0044462,OPP-010671,3,3-Quotation,2024-07-21 09:59:02,2024-07-26 05:06:19,4.8
STH-0044463,OPP-010671,4,4-Negotiation,2024-07-26 05:06:19,2024-07-31 10:10:29,5.21
STH-0044464,OPP-010671,5,5-Booking / PO,2024-07-31 10:10:29,2024-09-05 02:24:42,35.68
STH-0044465,OPP-010671,6,6-Closed Won,2024-09-05 02:24:42,,
STH-0044466,OPP-010672,1,1-Enquiry,2024-07-19 03:27:06,2024-07-19 05:35:12,0.09
STH-0044467,OPP-010672,2,2-Test Drive / Demo,2024-07-19 05:35:12,2024-07-19 08:09:00,0.11
STH-0044468,OPP-010672,3,3-Quotation,2024-07-19 08:09:00,2024-07-21 10:27:10,2.1
STH-0044469,OPP-010672,7,7-Closed Lost,2024-07-21 10:27:10,,
STH-0044470,OPP-010673,1,1-Enquiry,2024-07-20 02:05:20,2024-07-24 16:04:31,4.58
STH-0044471,OPP-010673,2,2-Test Drive / Demo,2024-07-24 16:04:31,2024-07-30 21:05:33,6.21
STH-0044472,OPP-010673,7,7-Closed Lost,2024-07-30 21:05:33,,
STH-0044473,OPP-010674,1,1-Enquiry,2024-07-19 15:25:08,2024-07-25 08:41:20,5.72
STH-0044474,OPP-010674,7,7-Closed Lost,2024-07-25 08:41:20,,
STH-0044475,OPP-010675,1,1-Enquiry,2024-07-17 19:38:29,2024-07-18 11:18:01,0.65
STH-0044476,OPP-010675,7,7-Closed Lost,2024-07-18 11:18:01,,
STH-0044477,OPP-010676,1,1-Enquiry,2024-07-17 23:38:11,2024-07-19 07:02:08,1.31
STH-0044478,OPP-010676,2,2-Test Drive / Demo,2024-07-19 07:02:08,2024-07-28 19:32:42,9.52
STH-0044479,OPP-010676,3,3-Quotation,2024-07-28 19:32:42,2024-08-19 09:27:36,21.58
STH-0044480,OPP-010676,4,4-Negotiation,2024-08-19 09:27:36,2024-09-08 07:29:49,19.92
STH-0044481,OPP-010676,5,5-Booking / PO,2024-09-08 07:29:49,2024-10-05 12:09:10,27.19
STH-0044482,OPP-010676,6,6-Closed Won,2024-10-05 12:09:10,,
STH-0044483,OPP-010677,1,1-Enquiry,2024-07-20 05:49:37,2024-07-21 14:06:24,1.34
STH-0044484,OPP-010677,2,2-Test Drive / Demo,2024-07-21 14:06:24,2024-07-30 21:17:40,9.3
STH-0044485,OPP-010677,7,7-Closed Lost,2024-07-30 21:17:40,,
STH-0044486,OPP-010678,1,1-Enquiry,2024-07-19 21:00:17,2024-07-21 17:58:52,1.87
STH-0044487,OPP-010678,2,2-Test Drive / Demo,2024-07-21 17:58:52,2024-07-23 07:08:45,1.55
STH-0044488,OPP-010678,3,3-Quotation,2024-07-23 07:08:45,2024-07-27 20:53:23,4.57
STH-0044489,OPP-010678,4,4-Negotiation,2024-07-27 20:53:23,2024-08-06 18:43:55,9.91
STH-0044490,OPP-010678,5,5-Booking / PO,2024-08-06 18:43:55,2024-08-20 05:57:05,13.47
STH-0044491,OPP-010678,6,6-Closed Won,2024-08-20 05:57:05,,
STH-0044492,OPP-010679,1,1-Enquiry,2024-07-15 17:06:13,2024-07-17 18:41:35,2.07
STH-0044493,OPP-010679,2,2-Test Drive / Demo,2024-07-17 18:41:35,2024-07-18 04:48:38,0.42
STH-0044494,OPP-010679,7,7-Closed Lost,2024-07-18 04:48:38,,
STH-0044495,OPP-010680,1,1-Enquiry,2024-07-16 07:05:08,2024-07-16 18:58:02,0.5
STH-0044496,OPP-010680,7,7-Closed Lost,2024-07-16 18:58:02,,
STH-0044497,OPP-010681,1,1-Enquiry,2024-07-15 14:05:27,2024-07-15 19:34:42,0.23
STH-0044498,OPP-010681,2,2-Test Drive / Demo,2024-07-15 19:34:42,2024-07-17 08:58:38,1.56
STH-0044499,OPP-010681,3,3-Quotation,2024-07-17 08:58:38,2024-07-20 04:14:34,2.8
STH-0044500,OPP-010681,7,7-Closed Lost,2024-07-20 04:14:34,,
STH-0044501,OPP-010682,1,1-Enquiry,2024-07-15 12:10:34,2024-07-16 19:10:31,1.29
STH-0044502,OPP-010682,2,2-Test Drive / Demo,2024-07-16 19:10:31,2024-07-20 13:13:44,3.75
STH-0044503,OPP-010682,3,3-Quotation,2024-07-20 13:13:44,2024-07-25 03:36:20,4.6
STH-0044504,OPP-010682,4,4-Negotiation,2024-07-25 03:36:20,2024-07-29 08:02:57,4.19
STH-0044505,OPP-010682,5,5-Booking / PO,2024-07-29 08:02:57,2024-08-24 04:07:30,25.84
STH-0044506,OPP-010682,6,6-Closed Won,2024-08-24 04:07:30,,
STH-0044507,OPP-010683,1,1-Enquiry,2024-07-15 16:59:32,2024-07-17 14:47:14,1.91
STH-0044508,OPP-010683,2,2-Test Drive / Demo,2024-07-17 14:47:14,2024-07-23 12:09:49,5.89
STH-0044509,OPP-010683,7,7-Closed Lost,2024-07-23 12:09:49,,
